device,tstamp,dstamp,CurrL1_A,CurrL2_A,CurrL3_A,ActPow_kW,AppPow_kVA,ReacPow_kvar,Energy_kWh,VolL1_V,VolL2_V,VolL3_V,THDUL1,THDUL2,THDUL3,THDIL1,THDIL2,THDIL3,cosphi
TorreLidador,2024-02-16 13:00:55,12:57/ 16.02.2024 (UTC 1),388.18,379.47,447.99,287.53,291.88,9752.57
TorreLidador,2024-02-16 13:01:06,12:57/ 16.02.2024 (UTC 1),374.94,356.13,433.08,275.74,279.52,9753.33
TorreLidador,2024-02-16 13:01:16,12:57/ 16.02.2024 (UTC 1),375.57,363.73,445.37,281.48,285.48,9754.09
TorreLidador,2024-02-16 13:01:26,12:57/ 16.02.2024 (UTC 1),377.02,353.15,428.98,274.16,277.98,9754.87
TorreLidador,2024-02-16 13:01:36,12:58/ 16.02.2024 (UTC 1),373.09,372.4,429.53,278.34,281.99,9755.65
TorreLidador,2024-02-16 13:01:46,12:58/ 16.02.2024 (UTC 1),386.4,367.26,423.43,278.55,282.19,9756.39
TorreLidador,2024-02-16 13:01:56,12:58/ 16.02.2024 (UTC 1),375.39,362.9,420.17,273.83,277.59,9757.19
TorreLidador,2024-02-16 13:02:15,12:58/ 16.02.2024 (UTC 1),386.81,366.96,441.66,282.43,286.65,9758.61
TorreLidador,2024-02-16 13:49:36,13:46/ 16.02.2024 (UTC 1),406.24,384.83,470.34,289.42,299.76,9991.59
